,GLC_BATCH_mu=0.58_S,LB_BATCH_mu=1.9_S,GLYC+AA_BATCH_mu=1.27_S,ACE_BATCH_mu=0.3_S,FUM_BATCH_mu=0.42_S,GAM_BATCH_mu=0.46_S,GLYC_BATCH_mu=0.47_S,PYR_BATCH_mu=0.40_S,GLC_CHEM_mu=0.50_S,GLC_CHEM_mu=0.35_S,GLC_CHEM_mu=0.20_S,GLC_CHEM_mu=0.12_S,GLC_STATIONARY1d_mu=-0.01_S,GLC_STATIONARY3d_mu=-0.01_S,GLC+SALTS_BATCH_mu=0.55_S,GLC@42deg_BATCH_mu=0.66_S,GLC@pH6_BATCH_mu=0.63_S,XYL_BATCH_mu=0.55_S,MAN_BATCH_mu=0.47_S,GAL_BATCH_mu=0.26_S,SUCC_BATCH_mu=0.44_S,FRU_BATCH_mu=0.65_S,LB_BATCH_mu=1.78_S,GLC_BATCH_mu=0.67_S,LB_BATCH_mu=2.3_S,GLC_BATCH_mu=1.03_S
b2793,109.3826,338.36699999999996,312.84479999999996,47.839999999999996,84.2899,81.3772,80.4012,74.6625,69.714,50.24399999999999,37.5856,28.081999999999997,46.7532,0.016200000000000003,0.5599999999999999,2.1456,0.0294,0.027999999999999997,39.3624,0.0111,4.6311,109.9492,259.7636,101.22,396.7164,158.2734
b3938,1405.658,2626.999,1235.424,792.5224999999999,983.4118000000001,1008.4904000000001,858.9240000000001,800.2375000000001,865.863,731.196,588.5256,524.058,1011.2202000000001,969.3432000000001,1445.094,1480.0617,2085.1362,1088.9339999999997,673.1604000000001,607.5807000000001,766.002,988.4624,2070.6888,1380.945,2582.8858,1556.2017
b2268,10.3234,22.188,23.0016,4.1514999999999995,7.3279,5.4758,8.976,10.85,5.0355,4.068,2.5168,1.976,3.7746000000000004,15.908400000000002,9.016,12.352099999999998,15.9201,8.008,7.299600000000001,3.9072000000000005,7.2111,14.4596,,,,
b3987,5619.5506,19110.210499999997,9981.235200000001,3060.4374999999995,4062.4506,5238.7948,4948.4292000000005,4643.037499999999,7080.453,5265.996,4013.984,3282.345,3853.1862000000006,3607.5294,4555.53,7334.7783,5926.5401999999995,6211.814,5468.628,3130.6995,4973.1435,7798.771199999999,11975.9648,4273.424999999999,20182.265600000002,10670.781299999999
b1187,263.99219999999997,920.673,774.9696,170.154,227.17759999999998,403.4014,283.9848,278.6,315.4275,258.324,191.9528,178.03949999999998,283.9536,120.72240000000001,277.38199999999995,235.85209999999998,342.39239999999995,324.674,290.71680000000003,207.0927,255.23940000000002,325.1264,1205.1352000000002,540.45,1232.2014000000001,796.2522
b3226,165.4726,433.612,214.38719999999998,90.1255,119.91340000000001,183.1904,122.0472,127.225,100.6425,64.28399999999999,59.904,43.282000000000004,139.51440000000002,177.56820000000002,238.112,431.5487,196.8477,170.60399999999998,170.4384,104.92830000000001,142.0935,176.3272,458.874,249.58499999999998,538.351,343.8402
b1642,1115.0549999999998,1684.74,1333.2287999999999,799.066,964.2728999999999,1031.5726000000002,881.628,982.1375,1205.631,891.348,639.028,483.77799999999996,758.6622000000001,1041.1092,1526.322,1916.7509,1373.8326,1300.138,1034.3388,562.8144000000001,997.4796,946.4452,737.4844,603.5699999999999,1212.4070000000002,864.9813
b2948,581.9018,948.365,719.0975999999999,213.509,327.4187,382.8475,394.21799999999996,329.78749999999997,257.64750000000004,194.784,142.22,106.6565,132.85620000000003,135.36720000000003,430.206,369.6094,447.82079999999996,347.984,323.21520000000004,196.81410000000002,340.84380000000004,584.7923999999999,981.9416000000001,509.625,1048.8416000000002,584.2062
b2294,1748.8861999999997,2982.7594999999997,3267.3024,987.2289999999999,1425.4607,2076.3762,2330.7504000000004,1319.7,1715.1345000000001,1187.844,970.2576000000001,791.8249999999999,1919.5542000000003,1690.4538000000002,2085.79,3967.8104,3270.0737999999997,2622.354,1746.1488,1603.2840000000003,1526.7408,2641.6668,2348.7268000000004,1788.9900000000002,2423.3534000000004,2330.4174
b4234,236.1886,934.7125,538.5024000000001,180.27399999999997,201.3204,241.4068,198.198,139.0,174.339,139.76399999999998,112.62160000000002,109.63,337.80240000000003,355.2498,275.65999999999997,329.1559,453.27450000000005,219.12800000000001,220.572,145.19910000000002,153.1746,201.132,741.5336,293.46,1134.9952,504.0252
b1056,2973.977,1247.7095,1905.8688,1620.7179999999998,2024.8880000000001,1443.751,2759.0244000000002,2442.7375,1388.3940000000002,1239.936,1054.5392000000002,580.507,997.6122,994.7772,1860.446,1344.7846,1145.1153,1031.2259999999999,2036.8524,1152.4464,1539.744,2067.3232,1133.3732,2062.98,1588.0210000000002,4554.2454
b4374,93.1946,144.84550000000002,217.728,10.292499999999999,40.017700000000005,27.3004,43.69200000000001,37.2375,42.1875,14.915999999999999,9.8696,6.6405,5.751,1.6848,31.57,85.377,33.7806,44.394,31.1388,20.612700000000004,33.3723,51.651999999999994,135.9344,17.94,232.43160000000003,96.12870000000001
b3885,185.36679999999998,712.424,518.7264,244.83499999999998,321.22110000000004,201.9234,225.9576,328.63750000000005,396.2655,455.02799999999996,489.53839999999997,341.47749999999996,115.4088,234.54360000000003,231.42,312.8553,226.0566,225.41399999999996,314.0016,189.5769,196.4154,148.7252,446.3448,90.36,275.0942,84.783
b3697,724.9526,1385.675,837.2543999999999,189.69249999999997,277.7617,484.34630000000004,404.36879999999996,203.7875,294.78600000000006,169.70399999999998,99.93360000000001,64.8755,439.9596,347.32800000000003,678.468,531.9598,783.0101999999999,581.1959999999999,360.8484,194.5386,325.3509,535.1236,1207.8276,809.1750000000001,1475.0534,1028.1752999999999
b0597,24.9778,15.2865,24.4416,8.440999999999999,25.9842,18.1173,18.282,31.75,23.638500000000004,12.024,8.538400000000001,7.8185,49.9932,40.7106,701.526,57.3799,134.40210000000002,100.618,19.338,15.440100000000001,38.3388,62.1748,6.6356,34.214999999999996,22.5848,97.1553
b1253,95.14,156.15449999999998,111.0144,25.0355,55.1307,49.1905,61.6572,54.474999999999994,54.054,39.636,24.3256,28.490499999999997,7.468200000000001,68.20200000000001,117.97799999999998,251.5716,116.35050000000001,99.38599999999998,65.8548,49.461600000000004,62.1135,95.0456,391.2884,236.715,521.9138,252.6675
b0736,274.41499999999996,519.8485,,69.83949999999999,170.9293,202.63080000000002,130.6536,76.05000000000001,121.446,112.2,61.6512,43.035,47.2716,66.9384,157.962,252.70399999999998,241.6974,,,69.6525,131.2833,,34.513600000000004,118.185,62.9802,119.54580000000001
b3031,32.8588,133.5795,86.51520000000001,51.87649999999999,50.3936,61.37350000000001,48.6552,39.762499999999996,51.58350000000001,42.972,44.81360000000001,42.3985,85.9248,100.0836,66.136,58.8401,90.0228,73.738,56.78640000000001,52.436400000000006,47.588100000000004,64.6316,,,,
b4149,70.3326,417.874,331.35360000000003,94.9095,101.1301,112.33250000000001,93.44280000000002,59.775,92.61,87.24,68.9208,63.3175,204.41160000000002,175.7052,145.852,97.41619999999999,159.7155,73.78,100.1352,85.9251,82.0698,74.814,,,,
b2477,2489.9557999999997,5043.427000000001,4310.784,1039.0135,1481.6201,2038.6351000000002,1780.8648000000003,1741.35,1349.4735,1063.32,775.6216,610.9069999999999,2316.7458,1871.5698,3367.07,2683.8625,3164.1308999999997,2372.2439999999997,1941.72,1340.2695,1748.337,2442.7992,5550.0752,2667.6150000000002,6669.034200000001,4658.9232
b1641,20044.0384,37106.5275,33892.0896,11498.159999999998,14276.3367,15046.057400000002,18229.213200000002,15950.2125,12424.374,9941.136,8472.0064,8291.429,21662.802000000003,19608.787800000002,21372.708,25365.9686,26971.0455,15342.011999999999,14312.707199999999,9990.6327,13175.3763,19817.7032,40715.4268,19593.375,37825.398,21628.6566
b1782,4725.6038,14705.2475,9557.0304,2167.4395,2887.1037,3236.9314000000004,3100.5612,2479.7625,2870.937,2127.12,1424.6336,901.493,1518.4908000000003,2437.5654000000004,4306.316,4627.6569,4851.4263,3234.364,2907.6828,1491.7068000000002,3359.3922,3587.7863999999995,10198.5144,4187.055,15710.344400000002,5027.1363
b0957,169945.44379999998,315039.62899999996,298772.4864,85795.50849999998,102758.6972,158613.6865,135845.7936,88484.55,166752.108,122188.404,85891.3744,68415.3995,166973.6268,179501.11920000002,218765.42799999999,117325.31180000001,171809.9838,166121.984,100119.78240000001,81052.18890000001,115076.26890000001,135200.36800000002,252527.21320000003,163120.54499999998,218436.1962,97500.9633
b0741,25892.6208,45975.987,79085.3568,14238.874499999998,18252.6432,28580.139000000003,21360.3192,15289.05,25381.768500000002,16847.196,9126.9256,5594.094,26857.785600000003,24612.028200000004,29128.819999999996,25731.912600000003,32467.5666,32231.695999999996,18517.554,9588.624,21096.8664,26050.575200000003,48899.2628,32039.385000000002,60965.9236,45787.2096
b1256,39.1068,393.6865,197.47199999999998,102.87899999999999,93.9419,112.43730000000001,65.9868,68.6875,175.8105,339.84,320.88160000000005,340.1285,27.6696,20.9628,33.614,45.6387,39.1461,65.1,85.74719999999999,39.993300000000005,87.22980000000001,37.3404,189.5068,14.46,67.9942,8.956199999999999
b0814,31868.421,54347.7,25663.8144,7074.443499999999,7173.087,11317.771200000001,10878.186,6843.8875,7162.141500000001,4428.072,3498.404,2704.2985,19086.062400000003,36997.1712,46706.968,28511.2245,50420.29439999999,27364.582,10246.962000000001,7860.3984,6936.923400000001,18516.058,51391.619600000005,30744.855,66614.26000000001,30870.357600000003
b3821,30.260199999999998,79.87249999999999,63.782399999999996,17.031499999999998,18.1737,23.553800000000003,23.628,17.8125,21.7755,17.784,14.2688,11.437999999999999,28.220400000000005,27.847800000000003,25.396,28.7868,32.3253,33.74,27.073200000000003,20.1354,19.3629,32.5304,25.8428,10.995000000000001,31.348400000000005,12.9741
b0411,1886.9953999999998,19869.612,2857.7664,722.108,1097.5594,1542.9442,992.1912,906.4,1585.9125000000001,1181.2559999999999,980.0648,735.5185,1045.6452000000002,991.1646000000002,1536.43,1739.2323,1855.875,1461.964,1404.7836,552.1806,1367.4387,1858.2435999999998,16180.688,2022.705,18576.8264,2528.622
b2813,34.79,81.95799999999998,46.08,14.800499999999998,18.9738,18.104200000000002,21.634800000000002,22.3125,18.954,12.395999999999999,7.831200000000001,5.585999999999999,16.8318,8.407800000000002,59.66799999999999,55.3386,28.4004,69.71999999999998,49.948800000000006,29.814600000000002,42.0282,40.5372,687.1132000000001,190.45499999999998,702.4832000000001,335.3265
b2617,3869.8976000000002,6422.2865,5262.432,1804.925,3035.1857,3552.9034,3188.0508000000004,3027.5125000000003,2661.606,2302.524,1717.768,1497.6654999999998,4302.6228,3729.4344,6256.502,5791.8833,7686.4683,4503.254,2975.7288000000003,1837.8048000000003,2874.3651,4477.4736,4033.9784,2797.125,4246.531000000001,2973.1929
b0177,2880.9527999999996,6499.235,5608.7616,1342.3835,2168.7282,2350.6509,2496.5688,2452.9249999999997,1959.9435,1618.428,1230.7672,908.5325,1572.8094,1314.7272,2718.632,2831.3129,3202.0275,2587.158,2226.8136,1393.0389000000002,2015.109,2809.2916,5943.8016,2935.95,5688.9716,4130.5073999999995
b4373,63.6728,117.97049999999999,120.2688,60.63949999999999,76.83500000000001,100.8176,97.02000000000001,73.525,62.572500000000005,56.136,28.277600000000003,24.2725,22.518,23.5062,125.86,72.9355,84.0399,145.992,123.2352,68.18730000000001,91.719,135.10920000000002,190.0156,69.225,147.6078,144.27270000000001
b1066,244.69439999999997,395.858,,105.92649999999999,113.7666,174.2431,127.6968,100.98750000000001,170.586,93.41999999999999,90.0432,78.204,38.086200000000005,62.224199999999996,214.634,202.01420000000002,267.3195,,,65.91180000000001,109.8435,,,,,
b1584,128.155,345.33299999999997,250.4256,66.8035,107.1499,91.13669999999999,99.59400000000001,105.42500000000001,140.2245,92.05199999999999,65.3536,54.1785,59.92380000000001,45.473400000000005,66.36,310.3521,84.0546,124.222,89.73360000000001,58.4082,79.7607,123.6688,159.424,124.51500000000001,272.76160000000004,202.89509999999999
b2323,19123.8216,50038.519499999995,44067.36,12572.007,16483.6856,17767.045299999998,18427.5036,17646.6375,17190.873,13633.44,10426.998399999999,9023.689,9876.816,9314.3682,18341.595999999998,22770.2992,22794.5991,17268.118,16606.761599999998,13307.701200000001,18261.7173,18363.3812,18384.2796,6835.275000000001,21421.1378,9775.603799999999
b1850,5161.8135999999995,10489.205,7382.1696,2705.3289999999997,2847.4289000000003,3934.1265000000003,2877.4944,3186.6375,3907.3185000000003,2868.948,1841.4656000000002,1188.07,3377.8296,2896.5924,6753.852,5883.2054,7635.8709,4751.907999999999,3126.0108,2260.9590000000003,3516.1014,5296.8904,8179.235600000001,4588.424999999999,7306.8586000000005,6016.7079
b2290,142.6816,224.718,396.9408,68.47099999999999,125.3363,129.84720000000002,144.54000000000002,87.92500000000001,106.55550000000001,134.772,107.27600000000001,80.351,32.9022,13.8348,60.21399999999999,121.37539999999998,91.1841,75.11,83.47680000000001,65.82300000000001,96.4146,92.796,116.19720000000001,151.07999999999998,170.12720000000002,227.0202
b1767,786.5096,1354.543,1068.0767999999998,321.94249999999994,435.5973,520.8429,412.96200000000005,341.70000000000005,496.8405,421.404,309.98240000000004,233.776,301.158,277.8462,501.032,675.3425,678.8754,551.026,488.136,280.11960000000005,402.95730000000003,666.8436,877.8496,537.09,792.3646000000001,672.9363
b1887,7.5969999999999995,40.2695,41.74079999999999,1.4375,14.363700000000001,63.941100000000006,9.873600000000001,2.4375,59.724000000000004,195.288,34.351200000000006,0.9594999999999999,0.9072000000000001,0.3402,2.3099999999999996,5.811,2.3226,4.255999999999999,8.0652,4.4622,4.8891,7.074400000000001,32938.7368,18371.94,32142.138000000003,28711.5594
b0880,1771.1091999999999,23039.249499999998,13329.273599999999,3132.3354999999997,7910.2330999999995,4987.8512,5855.5068,5547.625,6284.817000000001,6627.36,5100.2016,4503.437,522.2394,179.739,1020.166,1724.5409000000002,399.7959,2303.882,5706.109200000001,4058.5818000000004,7991.9499000000005,3690.5428,23326.8476,1491.7649999999999,3132.1368,1607.9919
b0623,24378.773,93235.395,47380.0896,8253.423499999999,20598.257,19312.0855,22712.58,20786.5375,15613.506000000001,10666.932,7076.4408,5359.0165,2385.5958,1675.3878000000002,16016.181999999997,11450.3818,18255.9741,22385.048,18127.5072,10119.714600000001,22209.504299999997,31009.922000000002,82461.80960000001,26884.784999999996,100823.84460000001,45038.5527
b0990,64.87979999999999,225.664,,33.602999999999994,60.96,64.4782,33.8052,3.3625,47.47950000000001,0.9239999999999999,17.5864,7.2295,26.065800000000003,40.3056,133.56,26.5518,44.1294,,,21.0345,29.682900000000004,,,,,
b3701,819.2832,1948.0720000000001,1542.72,443.06049999999993,658.7617,661.2487,704.9064,578.75,632.1510000000001,442.2,332.32160000000005,268.7075,363.64140000000003,409.98960000000005,824.04,1463.8654000000001,763.5327,907.1999999999999,588.6672,439.3491,497.9529,769.8367999999999,1101.5732,486.79499999999996,1209.8346000000001,601.2159
b2097,3066.8023999999996,2540.741,2565.7344,4859.8655,5407.3679,4436.812800000001,4449.812400000001,4106.7625,4856.422500000001,4441.991999999999,4387.8848,4343.134,6295.887000000001,7313.425200000001,5870.732,6375.814299999999,9599.276399999999,3891.272,5660.3844,5012.3715,4862.8743,3676.6604,825.6764000000001,1052.07,600.5028,807.1377
b4232,1340.3238,6955.6585,4230.7968,2137.7925,2112.9117,1464.6979,1432.5828,3036.3999999999996,1322.1090000000002,1096.776,835.2448,577.5525,1176.9786000000001,859.9932000000001,1980.846,1807.0571,1722.5312999999999,1873.6339999999998,1602.2688,1074.6354000000001,2349.3867,1329.9132,5012.8672,1835.625,8555.083,3618.6234
b2243,0.014199999999999999,86.9245,22.3488,0.0115,0.5842,0.2882,5.0292,0.0125,0.013500000000000002,0.036,0.0,0.0,0.11340000000000001,0.0,0.013999999999999999,0.0149,0.0147,0.154,0.1188,0.1332,0.0129,0.20720000000000002,422.7916,15.99,77.36820000000002,14.283900000000001
b1905,4596.9944,11355.354000000001,2837.0303999999996,989.3795,1359.6365999999998,3131.2668000000003,1735.5228,1423.1999999999998,1566.4455,1348.812,1051.4296,723.5769999999999,570.7746,692.1126,1160.81,2044.5929,1130.3859,1418.2559999999999,1636.1664,899.6883,1209.2718,2011.7787999999998,11264.2808,3652.59,7861.821200000001,5890.1529
b1902,2.7121999999999997,8.126999999999999,,0.736,0.5842,1.965,0.0396,1.8625,1.0665000000000002,131.436,3.0472,0.33249999999999996,0.2106,0.17820000000000003,0.504,1.0728,4.792199999999999,,,0.2775,2.2833,,,,,
b0095,8618.8746,16980.227,14613.811199999998,3658.449,4957.0386,5793.9728000000005,5704.129200000001,5209.1625,4888.4310000000005,3571.6919999999996,2666.7264,2112.6575,2354.427,2590.6230000000005,7929.628,7811.965700000001,7601.1201,8382.528,6219.6024,3438.4248000000002,5627.8314,7641.018,16478.018,9109.17,18002.701600000004,14822.457900000001
b0683,9218.739399999999,23107.8775,16143.264000000001,4375.197999999999,7194.3214,8726.5519,7602.7644,7021.5625,7028.964000000001,5163.66,4341.937599999999,3368.567,6486.528600000001,5927.2884,10444.867999999999,10242.4835,10235.1102,10050.614,7632.7152,4968.6264,6993.0642,9551.061599999999,15316.8304,6571.035,17016.4042,9381.3009
b1779,66858.3854,104586.234,90252.26879999999,23289.995499999997,28698.126500000002,39403.9616,42985.6812,26339.6125,45888.768000000004,25734.648,15970.9784,12515.2335,27400.453200000004,28869.3234,35398.02,76760.7472,57524.025299999994,55646.17799999999,35863.2912,18480.390000000003,31517.2542,92887.5084,99304.0224,64507.424999999996,81865.104,77960.2872
b2927,158.9264,451.4355,297.3504,63.894,101.93020000000001,83.5518,145.9524,102.425,113.48100000000001,64.464,40.622400000000006,28.822999999999997,66.3876,41.58540000000001,67.01799999999999,127.8122,63.2247,90.59399999999998,41.8044,30.913500000000003,60.3462,104.1772,187.9592,163.07999999999998,211.6562,175.7433
b2241,20.206599999999998,996.482,904.2239999999999,17.6065,20.32,20.8552,628.1088,23.55,38.799,20.099999999999998,21.018400000000003,9.234,58.2552,48.4542,77.57399999999998,36.2666,32.7369,52.513999999999996,21.3576,25.552200000000003,20.2014,15.599199999999998,3236.6464,130.26,610.8142,62.480999999999995
b0756,1760.9419999999998,5081.202499999999,4088.6784,1299.6149999999998,1578.8767,1866.0819000000001,1925.5104000000001,1334.9125000000001,1575.9900000000002,1331.9759999999999,1040.6656,795.2735,1321.92,1267.9740000000002,2515.24,3999.3983999999996,2080.1675999999998,1896.6499999999999,1832.1072000000001,3438.9576,1632.1854,1892.7127999999998,4256.3876,1280.73,4501.765400000001,1894.0593
b3870,25316.328,15664.340999999999,16686.8736,5730.737499999999,8227.5934,9302.716100000001,13531.7292,8981.8125,15486.660000000002,9574.824,7270.9728,6647.7485,5383.5192,5645.084400000001,12823.257999999998,18010.970999999998,22531.366199999997,14937.468,12249.0192,6670.212,8284.251,19611.7464,11855.315600000002,25593.42,11126.829000000002,40734.125100000005
b3925,266.037,732.8705,766.5984,77.579,150.7236,179.9285,351.6348,125.4875,120.48750000000001,84.252,61.4328,53.3615,77.6142,122.22900000000001,200.998,225.7201,187.7043,182.91,155.2716,118.45920000000001,166.70669999999998,230.48039999999997,1071.4904000000001,282.45000000000005,688.0952,300.9708
b1635,972.7425999999999,886.8105,970.3295999999999,984.4344999999998,989.9269,1106.5963000000002,1038.3384,1089.85,1039.8915,989.064,899.9016,733.5329999999999,929.9448,872.4186,1504.062,1002.4571,1305.2277,940.8419999999999,1036.9920000000002,967.698,793.092,857.5415999999999,749.8864000000001,829.875,655.0028,780.7470000000001
b3607,567.9574,1061.283,1190.0351999999998,452.81249999999994,567.7916,789.2357000000001,700.0224000000001,602.35,643.599,492.852,364.1456,333.7825,292.39380000000006,318.8808,384.85999999999996,918.4508999999999,797.8571999999999,746.4519999999999,683.4036000000001,459.22920000000005,621.1736999999999,861.9667999999999,715.6484,392.66999999999996,694.7006000000001,793.0308
b0166,15614.2348,17934.740999999998,13993.2288,5263.228,6093.2822,7452.459,9644.3688,8631.4625,7834.239000000001,5234.52,3809.728,2455.598,5927.094,5925.1176000000005,13037.457999999999,23662.5708,17384.073,13591.606,9038.7792,4508.0097000000005,6400.7736,14994.486799999999,13190.131200000002,17787.704999999998,14158.9256,35436.090299999996
b1334,864.2403999999999,2367.107,1629.2928,373.77299999999997,567.9567,793.0347,828.9072000000001,498.16249999999997,669.3705,447.46799999999996,326.92400000000004,188.17600000000002,159.00300000000001,154.95300000000003,440.79,569.8952,567.2877,857.5419999999999,729.4716000000001,426.48420000000004,985.6245,1019.868,4137.8372,1322.565,4137.9452,2371.1097
b0817,210.6712,480.095,361.152,104.92599999999999,161.2138,170.2345,144.73800000000003,160.22500000000002,156.5595,114.96,86.4448,62.605000000000004,195.48540000000003,123.3792,229.33399999999997,157.6271,275.0811,212.534,165.30360000000002,75.08040000000001,153.1101,197.21,518.34,381.96,637.6936000000001,479.1213
b1275,743.1428,1332.699,1160.2559999999999,348.726,518.0838,713.1509,531.7224,422.9375,608.5395,398.964,273.4576,227.91449999999998,327.9852,215.217,367.61199999999997,663.6311,694.9719,501.56399999999996,418.05719999999997,309.0795,453.34470000000005,532.4152,917.5996,723.465,1141.4044000000001,1040.1759
b2808,7.7816,8.341999999999999,12.556799999999999,4.898999999999999,10.5156,13.113100000000001,9.134400000000001,8.6625,20.142,16.668,14.4248,14.078999999999999,6.269400000000001,6.3180000000000005,4.438,14.9149,13.038899999999998,12.305999999999997,12.606000000000002,7.492500000000001,9.0558,9.7976,,,,
b3828,64.15559999999999,81.8505,107.30879999999999,95.7145,96.17710000000001,40.6231,37.1184,58.112500000000004,55.998,47.699999999999996,37.460800000000006,39.862,2.7864,5.200200000000001,33.11,43.3292,49.7742,70.65799999999999,64.2444,51.748200000000004,61.8426,62.6632,3.0316,37.575,15.696000000000002,63.5607
b0487,69.225,221.62199999999999,131.7312,60.67399999999999,58.8899,68.4606,61.4328,46.075,61.88400000000001,52.51199999999999,42.796,34.238,5.929200000000001,19.5696,127.568,85.6005,7.5852,43.708,81.048,65.31240000000001,66.7704,31.3464,61.84040000000001,57.165,73.2916,42.249900000000004
b4015,40006.157,32859.439,49321.2864,279147.6995,176696.1922,115212.57430000001,98878.73160000001,60903.975,147864.636,221002.776,208959.5456,207225.2955,31116.328200000004,30285.1386,60999.77799999999,90868.5589,34804.0875,39253.886,183462.2196,217542.82830000002,156789.08969999998,49317.758799999996,24180.698800000002,23054.145,3881.1412,2700.7014
b0761,191.6432,666.629,377.9328,102.59149999999998,122.1232,158.1039,125.4264,125.8,108.783,92.35199999999999,75.92,67.5925,101.9628,79.38000000000001,132.24399999999997,150.2963,145.0008,148.918,88.9416,82.76160000000002,80.1348,144.3888,633.8376000000001,255.12,690.4278,388.21410000000003
b3068,342.80219999999997,657.0615,429.59999999999997,154.422,251.90449999999998,235.1843,273.13439999999997,212.625,256.635,206.736,127.97200000000001,95.49399999999999,485.46540000000005,291.8592,500.122,735.7024,411.1443,249.60599999999997,190.93800000000002,220.22400000000002,220.89960000000002,252.54719999999998,288.5108,199.90500000000003,271.56260000000003,226.1706
b1270,233.7746,1170.9545,1012.7040000000001,143.49699999999999,184.56910000000002,175.0422,518.9448,234.3,158.82750000000001,151.69199999999998,120.3176,71.5445,57.7368,52.3584,149.86999999999998,120.2281,122.11289999999998,182.91,266.09880000000004,185.37,223.60860000000002,336.996,2018.028,322.02,899.0756000000001,738.3555
b1661,100.7206,205.66899999999998,129.21599999999998,45.747,28.562299999999997,61.2949,33.4488,31.7875,55.701,40.104,27.04,19.7885,35.137800000000006,6.7068,104.76199999999999,74.2914,198.20010000000002,80.12199999999999,39.6792,28.0164,32.0436,47.9964,101.76,59.519999999999996,119.44220000000001,68.6229
b1881,2.4566,0.129,,0.24149999999999996,36.8554,1.0873,0.5808,0.0,0.6615,1.188,1.3936000000000002,0.22799999999999998,0.048600000000000004,0.6480000000000001,1.5819999999999999,0.7152,3.4103999999999997,,,0.11100000000000002,2.3865000000000003,,12559.8552,4563.63,9510.9694,6413.2056
b2479,459.92379999999997,460.37949999999995,336.288,274.89599999999996,279.4127,503.4068,426.7164,480.6,387.9765,247.644,221.8112,215.6405,276.48539999999997,210.8268,503.734,386.9381,786.8469,489.874,346.104,263.4252,310.503,574.0032,518.9124,626.64,392.92320000000007,576.9138
b3366,13.9444,61.4255,25.5936,5.485499999999999,1.2954,4.1134,5.187600000000001,5.862500000000001,9.544500000000001,3.396,4.7736,2.755,0.048600000000000004,4.244400000000001,6.412,18.6101,6.512099999999999,12.991999999999999,2.0196,5.350200000000001,11.61,2.3828,,,,
b3247,120.68579999999999,210.7,144.768,66.76899999999999,67.9069,91.29390000000001,104.8344,78.3625,121.58100000000002,83.472,58.032,31.131500000000003,30.0024,21.2058,76.3,91.9628,96.8877,78.204,88.506,50.84910000000001,74.9103,127.5316,315.32880000000006,283.65,368.70340000000004,390.6921
b0425,35.8692,135.192,,13.696499999999999,21.1201,25.3878,80.50680000000001,13.85,22.288500000000003,18.744,33.2072,9.613999999999999,57.510000000000005,33.7932,76.048,44.6404,52.3467,,,5.916300000000001,28.0188,,,,,
b3752,93.0668,1038.106,595.7184,141.09349999999998,203.77149999999997,197.99339999999998,237.09840000000003,218.1625,265.38300000000004,214.968,174.83440000000002,132.14499999999998,66.7926,71.5716,58.94,134.547,117.1884,91.938,218.8428,153.37980000000002,212.1018,185.75480000000002,1284.1688000000001,144.135,4603.898400000001,873.4419
b2599,2248.8966,1456.5819999999999,2070.5856,1235.7554999999998,1580.1848,1987.9774,1933.4304000000002,1413.8125,2726.9325000000003,3140.3399999999997,3266.3696,3201.538,444.285,505.8774,966.616,1703.3084000000001,1170.4581,1270.43,1993.2396,2450.3583000000003,1799.4210000000003,2156.8484,374.4132000000001,623.6850000000001,327.218,912.6651
b0660,1042.3794,3124.337,1647.5136,561.6484999999999,685.1904,697.2213,879.9252,636.9375,983.043,662.256,542.0272,400.52,748.1970000000001,757.917,1023.9879999999998,1250.7358,1248.4415999999999,990.8779999999999,725.868,551.1483000000001,702.8049,1020.8743999999999,2708.2364000000002,1181.055,2476.044,1361.7849
b3724,480.1872,1262.437,1071.1296,233.04749999999999,443.4205,408.327,641.652,515.6750000000001,556.4835,417.55199999999996,323.0032,258.495,228.01500000000001,254.85840000000002,284.676,467.78549999999996,474.82469999999995,507.7099999999999,463.72920000000005,389.85420000000005,445.8498,492.544,753.9568,382.365,1144.7834,521.265
